age,age_group,gender,weight (kg),height (m),max_BPM,avg_BPM,resting_BPM,session_duration (hours),calories_burned,workout_type,fat_percentage,water_intake (liters),workout_frequency (days/week),experience_level,bmi,bmi_category
34,adult,Female,101.5,1.57,184,120,55,1.02,601,Strength,17.7,2.3,5,,46.11,obese
18,young adult,Female,89.8,1.66,185,140,54,2,1283,HIIT,28.4,1.9,,2,16.69,underweight
42,adult,Male,43.5,1.56,192,159,57,1.96,555,NA,25.3,3.6,3,2,28.64,overweight
28,young adult,Female,121.1,1.75,163,149,68,1.57,716,Strength,21,3.3,5,1,26.5,overweight
18,young adult,Male,46.3,2,167,169,64,1.29,1556,Yoga,22.5,2.6,2,3,17.38,underweight
35,adult,Male,40,1.71,162,133,69,1.99,840,Yoga,20.2,3.2,4,2,27.14,overweight
56,senior,Female,64.2,1.79,196,165,58,0.97,667,Cardio,15.9,3.3,4,1,12.32,underweight
18,young adult,Female,56,1.82,170,131,62,1.55,1249,HIIT,,2,3,3,15.72,underweight
45,senior,Male,43.8,,161,169,72,1.97,1783,HIIT,24.9,3.5,4,3,15.83,underweight
32,adult,Female,90.5,1.63,184,166,50,1.46,1217,Strength,31.3,2,5,1,12.99,underweight
42,adult,Female,40,1.81,177,145,59,1.71,1065,HIIT,26.6,1.5,3,1,23.25,normal
54,senior,Male,72.6,1.56,172,165,69,1.26,966,HIIT,26.1,3.5,2,1,31.41,obese
18,young adult,Male,40,1.58,,164,52,1.08,1262,HIIT,24.7,3.2,4,1,28.07,overweight
34,adult,Female,89.7,1.78,184,142,53,0.53,1662,HIIT,24.2,1.5,3,1,39.54,obese
21,young adult,Female,59.7,1.65,191,138,68,0.95,539,HIIT,35,3.2,4,2,17.55,underweight
18,young adult,Male,42,1.82,188,137,67,0.77,589,HIIT,16.4,2,2,3,29.09,overweight
18,young adult,Male,57.9,2,168,156,50,1.05,689,Cardio,28.3,3.6,3,3,18.31,underweight
49,senior,,50.2,1.7,164,169,73,0.75,622,Cardio,28,1.6,2,1,13.34,underweight
18,young adult,Female,40,1.8,187,158,71,1.24,665,Strength,24.1,1.7,2,2,14.93,underweight
18,young adult,Female,70.9,1.87,176,164,59,2,745,HIIT,28.2,3.2,4,2,15.74,underweight
26,young adult,Male,44,1.6,190,125,68,1.06,1246,Strength,21.1,2.7,2,2,15.5,underweight
31,adult,Female,46.9,1.75,192,146,63,2,748,Cardio,15.3,1.7,4,,12.48,underweight
49,senior,Male,47.5,1.79,161,169,61,1.43,957,Strength,25.8,3,4,1,13.47,underweight
38,adult,Male,69,1.82,170,133,53,1.24,1610,Strength,30.1,2.8,2,2,20.05,normal
18,young adult,Female,59.1,2,181,123,72,1.94,901,HIIT,23.2,2.4,4,2,13.32,underweight
53,senior,Female,40,1.66,192,169,72,1.11,0,Yoga,27.5,2.8,4,3,22.65,normal
18,young adult,Female,74.6,1.71,169,143,54,1.49,1213,NA,28.7,2,2,1,18.68,normal
35,adult,Male,98.6,1.55,184,141,59,2,1172,Cardio,27.8,3.2,2,2,23.47,normal
29,young adult,Female,58.4,1.61,182,165,70,0.77,1259,HIIT,20.1,3.5,4,2,26.13,overweight
35,adult,Female,76.1,1.81,,153,74,2,1119,HIIT,17.7,3.3,2,1,26.86,overweight
38,adult,Male,93.7,1.66,168,169,68,1.97,875,Cardio,29,3.4,4,2,13.87,underweight
42,adult,Female,88.6,2,171,166,72,1.11,1335,Yoga,18.6,2.2,5,2,18.3,underweight
18,young adult,Male,49.9,1.77,191,123,74,1.4,626,Strength,25.9,3.4,2,2,24.35,normal
42,adult,Female,99.9,1.6,189,169,58,1.85,1099,HIIT,32.6,2.2,2,1,15.78,underweight
26,young adult,Female,58.6,1.78,198,143,74,1.59,1008,Cardio,21.1,2.2,3,1,44.77,obese
36,adult,Male,57.4,1.58,192,152,70,1.38,1137,Yoga,18.3,3.2,2,1,20.91,normal
47,senior,Male,48.1,1.71,185,129,74,0.87,1177,Strength,28.1,2.6,3,3,12.32,underweight
30,adult,Male,60.1,1.93,187,140,58,1.48,875,HIIT,29.7,3.1,5,1,24.29,normal
23,young adult,Female,88,2,193,128,70,1.24,399,HIIT,23.9,2.8,3,1,31.33,obese
39,adult,Female,62.5,1.74,162,141,58,1.27,699,NA,24.2,1.8,3,1,17.6,underweight
38,adult,Female,69.4,2,195,130,,1.34,1197,Strength,19.5,2.6,3,3,14.99,underweight
20,young adult,Female,69.3,1.75,180,120,72,1.06,1421,Yoga,24.6,3.2,4,2,25.22,overweight
18,young adult,Male,52.6,1.76,175,154,50,1.17,1783,Yoga,21,3,3,2,30.92,obese
39,adult,Female,65.6,1.7,172,148,68,0.87,1709,HIIT,20.2,1.5,4,3,14.83,underweight
45,senior,Male,71.4,,179,140,52,1.56,1246,Strength,24.6,2.6,4,1,15.53,underweight
22,young adult,Male,80.6,1.71,176,139,60,2,957,Cardio,31,2.4,4,2,12.32,underweight
57,senior,Female,43.5,2,172,159,59,1.73,530,Yoga,18.7,2.1,2,3,23.74,normal
25,young adult,Female,72.6,1.7,161,168,51,1.28,1262,Strength,22,3.1,4,2,16.45,underweight
18,young adult,Male,87.5,1.76,169,160,60,2,1042,Yoga,22.4,3.3,2,3,21.79,normal
50,senior,Male,46.8,1.77,180,128,70,1.4,803,HIIT,17,3.3,4,1,21.83,normal
27,young adult,Male,42.5,1.61,183,155,71,2,933,HIIT,22.9,1.6,2,1,,underweight
43,adult,Male,83.5,1.96,168,169,54,1.47,1522,Strength,,2.1,4,2,24.03,normal
18,young adult,Female,44.9,1.77,168,127,57,1.66,512,Strength,12.3,3.7,3,1,20.39,normal
18,young adult,Male,63.9,1.71,164,140,66,1.48,785,Yoga,30.2,3.3,4,2,21.96,normal
36,adult,Female,67.5,1.71,173,,60,1.1,511,HIIT,20.6,1.5,4,1,18.75,normal
24,young adult,Female,59,1.68,,132,56,1.17,1186,Cardio,24.2,3.4,3,3,14.37,underweight
21,young adult,Male,90.1,1.72,184,138,68,1.35,1043,Yoga,27.1,2.1,4,3,22.34,normal
18,young adult,Male,48.2,1.75,180,134,63,1.39,1053,Yoga,22.1,2.2,4,1,16.34,underweight
18,young adult,Male,78.1,1.75,184,158,50,0,871,Cardio,31.6,2.5,2,3,17.61,underweight
31,adult,Male,67.4,1.83,167,122,66,1.49,1032,HIIT,30.6,3.1,5,2,18.29,underweight
27,young adult,Male,44.1,1.56,169,,72,1.34,1124,Strength,10,3.1,2,1,20.18,normal
26,young adult,Male,65,1.69,171,162,62,1.54,1066,Strength,16.6,3.5,2,2,29.56,overweight
33,adult,Female,95,1.85,168,140,56,1.3,958,Strength,20.5,3.3,3,2,12.66,underweight
30,adult,Female,65.3,1.76,192,161,57,1.16,1092,Cardio,32.1,1.9,4,3,23.82,normal
59,senior,Male,40,1.72,182,164,56,1.27,1783,HIIT,12.6,3.1,4,3,12.32,underweight
46,senior,Female,82.9,1.74,194,165,52,2,1107,Cardio,24.3,3.1,3,3,14.4,underweight
18,young adult,Male,59.4,1.87,195,139,74,2,958,Yoga,14.9,2.7,3,2,36.72,obese
49,senior,Male,58.2,1.82,171,154,67,1.38,624,Strength,20.8,3.5,4,1,19.11,normal
37,adult,Female,77.3,1.58,180,140,61,1.57,1333,HIIT,23.5,1.5,2,2,12.32,underweight
22,young adult,Male,66,1.67,181,122,50,0.96,912,Cardio,26.3,1.5,3,2,15.29,underweight
29,young adult,Female,67.4,1.76,187,120,74,1.1,911,Cardio,21.4,2.3,5,1,19.6,normal
31,adult,Male,62.2,1.7,168,155,55,0.62,1596,Strength,35,3.2,2,1,16.7,underweight
45,senior,,67.3,1.67,198,155,54,0.72,1006,Yoga,33.2,3.5,4,2,17.76,underweight
27,young adult,Female,59.6,1.73,182,139,71,1.42,1321,Strength,16.3,3.3,4,3,16.62,underweight
35,adult,Male,40,1.72,182,120,70,1.22,1178,HIIT,14.6,1.9,4,2,17.87,underweight
24,young adult,Male,41.3,1.73,180,156,74,1.55,1285,HIIT,26.2,3.2,4,3,14.93,underweight
48,senior,Male,97,1.73,172,122,74,1.7,903,Cardio,12.8,3.5,4,2,22.39,normal
59,senior,Female,47.2,1.68,185,159,70,1.49,704,Strength,15.4,2.2,4,2,23.79,normal
49,senior,Female,58.7,1.79,,120,67,0.9,900,Cardio,24.4,3.7,4,2,28.66,overweight
33,adult,Male,65.7,1.97,167,144,53,1.1,872,Cardio,19.1,2,4,1,19.14,normal
31,adult,Male,80.2,1.74,187,141,72,1.23,1326,Strength,21.2,2.8,2,2,16.1,underweight
40,adult,Male,59.3,2,166,141,74,1.44,801,Cardio,24.6,3.4,5,2,17.04,underweight
28,young adult,Male,61.1,1.74,163,156,59,1.89,1277,Cardio,21.5,3.4,2,2,,underweight
57,senior,Female,79.4,1.55,160,164,50,1.55,1116,Strength,32.2,3.6,2,2,14.69,underweight
55,senior,Male,86.2,2,189,159,66,1.78,462,Strength,27.2,,3,1,20.09,normal
28,young adult,Male,59.3,1.79,189,128,69,0.91,877,Strength,24.8,2.1,4,1,28.16,overweight
23,young adult,Male,40,1.87,161,,74,1.5,1200,Strength,23.7,3.3,4,3,13.11,underweight
30,adult,,61.8,1.88,189,142,73,1.02,1033,Cardio,23.7,2.3,4,1,21.86,normal
30,adult,Male,40,1.63,192,157,64,1.31,1078,HIIT,10,2.8,3,1,14.92,underweight
25,young adult,Female,61.4,1.7,172,166,72,1.28,1064,Yoga,32.5,3,3,2,19.45,normal
46,senior,Female,80.2,1.98,172,155,73,1.29,1355,Yoga,26.8,3.3,4,3,15.63,underweight
24,young adult,Female,89,1.61,,160,74,1.3,827,Yoga,23.8,3.1,3,3,30.63,obese
28,young adult,Male,58,1.77,179,157,74,1.59,1145,Yoga,21.3,1.5,2,3,14.72,underweight
27,young adult,Male,53,1.91,172,123,54,1.09,655,Strength,34.4,3.1,3,2,21.18,normal
23,young adult,Female,51.2,1.92,187,169,55,1.1,969,Yoga,25.3,2.7,2,1,16.98,underweight
26,young adult,Female,51.9,1.9,182,129,55,2,1418,Cardio,32.2,2.4,2,1,20.41,normal
27,young adult,Female,56.3,1.7,191,134,72,1.61,1631,Yoga,23.4,3.3,3,1,30.84,obese
,teen,Male,92.4,1.52,197,135,59,1.12,1515,Cardio,25.9,3.2,3,2,16.46,underweight
59,senior,Male,108.3,1.53,183,122,50,0.86,1071,HIIT,21.9,3.3,3,1,17.75,underweight
22,young adult,Female,71.5,1.81,195,164,51,1.52,935,Yoga,22,2.6,3,2,14.55,underweight
18,young adult,Male,89.4,1.84,168,168,69,2,968,Strength,17.3,2.6,5,2,14.77,underweight
32,adult,Male,82.3,1.55,172,128,74,1.52,990,HIIT,26.7,2,3,1,20.15,normal
35,adult,Male,96.5,1.54,168,160,70,1.43,1573,Yoga,35,3.4,4,1,20.43,normal
44,adult,Male,40,1.91,181,124,71,1.55,1545,Cardio,26.5,3.4,3,1,35.01,obese
43,adult,Male,65.2,1.5,182,157,68,2,1417,Yoga,26.7,3.1,4,2,14.95,underweight
38,adult,Female,77.1,,177,169,72,1.73,1538,Cardio,26.4,3.6,3,1,13.97,underweight
18,young adult,Male,53.9,1.62,170,169,72,1.38,810,Cardio,24.7,3.4,3,1,29.34,overweight
42,adult,Male,,1.87,176,127,74,1.82,693,Yoga,10,2.1,4,1,20.3,normal
22,young adult,,69.6,1.8,186,136,73,1.37,1081,Cardio,28.6,2,5,3,21.14,normal
18,young adult,,62.9,1.72,191,157,63,1.31,514,Strength,26.3,2.2,3,2,12.32,underweight
18,young adult,,69.1,1.64,183,139,73,1.32,1002,NA,26,1.5,5,1,16.27,underweight
37,adult,Female,61.3,1.96,193,169,65,2,947,Yoga,31.1,3.5,5,1,24.18,normal
37,adult,Female,78.5,1.5,189,169,60,1.67,954,HIIT,17.9,2.4,3,3,21.98,normal
41,adult,Female,40,1.78,182,155,68,1.51,1376,HIIT,29.8,2.1,2,3,12.32,underweight
18,young adult,Male,49.9,1.75,182,158,74,2,1032,Strength,23.1,3.1,5,1,17.64,underweight
46,senior,Female,69.9,1.68,173,168,64,1.43,911,Strength,35,3.4,3,2,18.95,normal
24,young adult,Male,62.5,1.58,175,137,51,2,1231,Strength,32.2,3.6,4,1,36.26,obese
22,young adult,Male,40,1.67,162,146,59,1.04,807,Strength,24.1,1.5,3,1,13.05,underweight
53,senior,Female,46.8,1.69,163,169,56,1.32,1017,HIIT,27.6,2.4,4,2,29.04,overweight
44,adult,Female,75.2,1.9,185,131,65,0.94,1303,Cardio,18,3.4,3,2,,underweight
43,adult,Male,70.1,1.72,187,129,54,1.43,984,HIIT,25,1.6,3,1,25.52,overweight
18,young adult,Male,40,1.7,190,120,64,1.33,1589,Yoga,26.8,3.1,2,1,18.76,normal
59,senior,Female,73.6,1.6,164,158,58,1.35,1216,Strength,30,2.3,5,2,15.78,underweight
18,young adult,Male,40,1.65,160,144,73,2,1078,Yoga,17.4,3.5,2,1,21.36,normal
43,adult,Male,72.6,1.64,166,152,54,1.22,1188,Cardio,21.3,2.5,2,2,12.97,underweight
36,adult,Male,87.6,1.81,179,140,56,0.9,645,HIIT,22.1,3.6,2,1,18.22,underweight
26,young adult,Female,110.3,1.94,171,,51,1.25,1376,HIIT,30,3.7,3,1,12.32,underweight
,teen,Female,79,1.68,195,158,61,2,1410,Strength,31.1,2.5,5,2,14.2,underweight
40,adult,Male,40,1.73,194,149,72,1.06,811,HIIT,19.4,2.7,2,3,36.56,obese
18,young adult,Male,123.8,1.62,164,167,59,1.43,303,Strength,22.3,3.6,2,3,24.63,normal
59,senior,Female,40,1.84,167,137,53,1.87,681,Yoga,23.7,2.2,2,2,14.55,underweight
38,adult,Male,41.4,1.71,183,168,73,0.94,1253,Yoga,30.8,3.2,3,1,14.6,underweight
33,adult,Female,60.5,1.76,160,146,67,0.58,1172,HIIT,26.4,,4,2,28.93,overweight
45,senior,Female,40,1.69,162,147,68,1.19,979,HIIT,25.2,2.4,4,2,12.75,underweight
44,adult,Female,52.8,1.71,198,132,63,2,1783,HIIT,21.7,3.4,4,2,12.32,underweight
39,adult,Female,69.9,1.85,164,147,50,1.3,1562,Yoga,27.7,3.7,3,3,12.87,underweight
25,young adult,Female,51,1.76,167,127,70,0.72,1119,NA,25.1,2.6,4,3,12.64,underweight
50,senior,Female,92.6,1.91,171,137,54,1.6,303,Strength,25.2,2.3,3,1,21.42,normal
21,young adult,Female,52.7,1.53,182,134,50,1.19,1090,Strength,31.5,3.4,3,3,25.06,overweight
49,senior,Male,40,1.75,166,169,59,1.3,0,Yoga,19.7,1.6,4,2,19.15,normal
20,young adult,Male,40,1.78,192,149,57,0.93,1075,Strength,25.5,1.9,4,1,22.57,normal
50,senior,Male,40,1.92,168,144,55,1.48,692,Cardio,16,2.5,5,1,18.29,underweight
52,senior,Female,81.7,1.59,164,136,67,1.91,1025,HIIT,28.2,3.4,2,2,19.89,normal
41,adult,Male,65.9,1.93,188,124,74,1.36,1419,Yoga,22.6,1.5,2,2,17.6,underweight
22,young adult,Male,55,1.88,176,131,74,2,1445,Yoga,16.3,1.9,,1,26.04,overweight
19,young adult,,92.2,1.73,170,150,74,2,538,Cardio,10,2.2,2,1,15.3,underweight
31,adult,Female,67.9,1.7,163,124,68,1.43,1338,Cardio,13,3.1,5,1,13.87,underweight
32,adult,Female,86,1.6,164,144,65,1.09,1196,HIIT,17.4,1.5,2,1,20.18,normal
29,young adult,Female,60.6,1.83,172,161,60,1.32,760,Strength,25,3.3,5,2,18.03,underweight
34,adult,Male,47.8,1.69,182,153,68,1.63,1249,Yoga,20.2,1.5,4,3,12.32,underweight
19,young adult,Male,79.4,1.77,165,150,73,1.23,1148,Cardio,24.1,3.3,3,2,22.64,normal
33,adult,Female,62.4,1.72,168,164,74,0.91,1042,Yoga,27.1,3.4,5,2,29.29,overweight
47,senior,Male,71.3,1.83,186,163,68,0.95,837,Strength,22.6,1.5,5,2,18.61,normal
37,adult,Male,116.2,1.65,194,160,74,1.98,1036,Yoga,22.1,2.4,4,1,23.58,normal
50,senior,Male,55.8,1.81,161,126,55,1.32,909,Yoga,23.6,2.9,4,2,12.32,underweight
49,senior,Male,53.5,1.79,167,158,64,1.31,1268,Yoga,,1.9,2,1,27.68,overweight
53,senior,Female,55.9,1.78,182,125,58,1.45,1308,Yoga,21.1,1.5,3,2,12.32,underweight
29,young adult,Female,80.7,1.74,192,121,72,1.43,839,Strength,26.5,1.5,4,1,12.32,underweight
46,senior,Male,69,1.88,177,120,74,1.63,1183,Strength,23.4,3.6,4,2,14.54,underweight
34,adult,Male,60.5,1.8,171,120,68,1.57,1452,Cardio,27.1,3.2,3,1,12.32,underweight
44,adult,,71.6,1.73,167,138,71,1.45,1000,Strength,23.6,2.6,2,3,21.12,normal
51,senior,Female,96.3,1.88,166,127,59,1.32,1362,Strength,28.1,1.9,2,2,16.31,underweight
47,senior,Male,48.4,1.65,196,148,60,1.29,1357,Cardio,11.3,1.5,3,2,12.51,underweight
52,senior,Male,77.8,1.59,183,135,50,1.37,949,Cardio,27.3,2.9,4,2,23.73,normal
25,young adult,Male,85.5,1.8,168,156,69,1.39,644,Strength,15.7,3.3,2,1,12.32,underweight
28,young adult,,74.9,1.74,196,163,54,1.24,1144,Cardio,30.7,1.6,2,1,25.53,overweight
30,adult,Male,67.4,1.79,185,169,59,1.27,1398,Cardio,18.9,3.4,5,3,25.14,overweight
36,adult,Male,71,1.66,168,131,74,1.1,567,HIIT,20.3,3.7,4,1,28.31,overweight
24,young adult,Female,50.5,2,177,129,70,1.33,1213,Strength,26.6,,2,2,16.2,underweight
55,senior,Male,94.8,2,192,169,50,1.38,1458,Strength,23.2,2.3,3,3,,underweight
,teen,Female,73.6,1.79,195,146,73,1.13,636,HIIT,14.1,2.7,2,1,12.32,underweight
21,young adult,Male,47.8,1.62,173,129,74,1.59,1638,HIIT,25.8,2.4,3,2,12.32,underweight
41,adult,Male,40,1.74,166,154,71,1.13,1356,HIIT,20.1,2.8,3,3,15.67,underweight
51,senior,Male,43.9,1.78,194,136,51,0.98,1293,Strength,27,1.5,2,1,15.75,underweight
47,senior,Male,59.6,1.88,192,125,50,1.32,1108,Yoga,30.6,2.3,3,2,12.32,underweight
22,young adult,Female,56.1,1.91,167,122,70,1.4,1183,Cardio,24.9,2.7,2,1,12.32,underweight
18,young adult,Male,56.5,1.93,177,156,52,1.53,1419,Strength,22.3,3.5,4,2,16.43,underweight
39,adult,Male,83.7,1.52,187,152,58,1.65,1647,Strength,29.3,3.2,,,15.84,underweight
34,adult,Female,79.1,1.73,188,151,58,1.32,1191,Yoga,30.7,3.6,,2,18.31,underweight
46,senior,Female,56.7,1.97,199,160,56,1.3,1215,HIIT,26.4,2.4,3,1,16.02,underweight
22,young adult,Female,48.9,1.84,185,164,73,1.13,0,Yoga,27,1.5,3,3,22.64,normal
43,adult,Female,47.1,1.81,166,149,69,0.76,998,HIIT,22.2,3,4,1,29.69,overweight
51,senior,Male,65.1,1.85,185,130,60,2,717,Cardio,22.2,1.9,2,2,15.62,underweight
55,senior,Female,60.6,1.68,185,124,70,1.35,1447,HIIT,24,2,4,1,18.66,normal
42,adult,Female,101,1.56,186,168,56,1.19,650,HIIT,27.6,3.6,4,1,24.46,normal
31,adult,Female,66.4,1.76,175,140,69,1.55,640,Strength,24.7,3.5,4,2,29.07,overweight
49,senior,Male,97.1,2,174,153,74,1.26,763,Strength,10,2.6,2,2,23.64,normal
29,young adult,Male,73.7,1.88,192,141,59,1.68,769,Cardio,,3.2,3,3,24.55,normal
44,adult,Male,86.1,1.73,178,140,51,1.12,1244,Strength,22.7,3.4,3,3,19.23,normal
37,adult,Female,58.7,1.78,195,154,59,1.34,1015,Cardio,29.5,2.8,2,3,18.67,normal
37,adult,Female,69.1,1.74,175,127,53,1.61,1411,Strength,31.9,3.6,2,2,18.07,underweight
46,senior,Female,73,1.73,164,150,54,1.87,1037,Cardio,25.1,3.4,2,,15.27,underweight
53,senior,Male,67.3,1.5,199,151,60,1.04,593,HIIT,15.8,3.4,4,2,12.32,underweight
47,senior,Female,59.2,1.67,182,169,57,1.06,1252,HIIT,31.5,2.2,3,2,23.65,normal
46,senior,Female,119.6,1.71,176,129,53,1.26,1144,HIIT,23.9,1.7,4,2,12.32,underweight
53,senior,Male,80.1,1.69,188,167,74,2,1196,Strength,13,2.3,3,1,14.85,underweight
42,adult,Male,59.1,1.65,183,138,71,2,957,Strength,21.2,2,2,2,35.06,obese
48,senior,,88.8,1.91,183,156,67,0.87,853,Cardio,32.5,3.3,3,2,19.12,normal
36,adult,Male,53.4,1.75,177,120,70,0.68,1257,Yoga,26.7,2.7,5,2,35.28,obese
18,young adult,Male,98.9,1.58,181,126,68,1.48,1330,Cardio,27.5,3.1,3,2,12.32,underweight
41,adult,Female,112.2,1.81,188,159,53,1.16,995,Yoga,30.3,3.3,3,2,18.28,underweight
30,adult,Male,101.6,1.73,190,133,56,1.38,1047,Cardio,22.1,3.2,3,3,40.75,obese
19,young adult,Female,74.7,1.85,194,127,74,0.65,1105,Cardio,19.4,3.6,2,2,16.46,underweight
22,young adult,Male,68.4,1.86,175,129,66,1.99,895,Cardio,20,3.6,5,1,16.16,underweight
22,young adult,Female,86.2,1.93,167,145,62,1.74,640,Strength,18.6,3.3,3,1,29.48,overweight
51,senior,Male,98.9,1.85,181,138,70,1.49,859,Cardio,25,1.5,2,2,25.3,overweight
27,young adult,Female,50.6,2,174,129,68,1.34,1179,HIIT,31,2,5,2,24.12,normal
56,senior,Female,68.1,2,168,160,74,1.39,1350,Yoga,23.8,3.3,5,2,17.05,underweight
22,young adult,Female,53,1.83,199,129,74,0.88,540,Strength,11.9,3.1,4,2,15.29,underweight
28,young adult,Male,59.2,1.68,187,127,54,1.53,466,Strength,27.3,2.9,2,3,12.32,underweight
35,adult,Male,40,2,169,138,72,1.08,576,Strength,31.2,2.9,2,3,20.21,normal
48,senior,Male,90.4,2,193,156,59,1.78,1246,Cardio,24.4,2.3,3,2,13.35,underweight
25,young adult,Female,74.6,1.63,182,160,60,0.93,1028,HIIT,14.8,3.5,3,2,18.08,underweight
24,young adult,Male,92.2,1.71,194,141,59,2,1580,HIIT,32.9,2.4,4,2,,underweight
35,adult,Female,56.2,1.74,170,151,66,0.99,1215,Strength,26.9,2.9,4,2,20.61,normal
18,young adult,Male,63,1.66,191,168,74,0.89,456,Strength,24.5,2.7,3,2,14.75,underweight
50,senior,Female,76.1,1.82,191,146,54,1.12,817,Cardio,25,3.2,2,1,14.5,underweight
52,senior,Male,66.6,1.56,175,152,60,1.04,1783,Yoga,15.4,2.7,4,2,40,obese
32,adult,Female,45.9,1.83,192,120,55,1.49,808,Yoga,22.4,1.5,3,1,17.82,underweight
31,adult,Female,86.4,1.59,187,169,50,2,1336,Yoga,27.6,1.6,4,1,14.57,underweight
30,adult,Female,54.9,1.93,187,165,70,0.94,836,Cardio,26.7,3.7,4,2,13.37,underweight
21,young adult,Male,91.2,1.7,194,142,62,0.91,1090,Strength,33.3,3.7,3,2,17.63,underweight
46,senior,Male,54.2,1.91,171,169,67,0.9,771,HIIT,14,2.6,3,3,26.79,overweight
22,young adult,Female,60.8,1.77,169,130,74,1.1,1298,Cardio,25.4,3.3,2,3,13.58,underweight
30,adult,Male,46.8,1.67,164,153,74,1.53,684,Cardio,15.2,2.3,4,2,12.32,underweight
31,adult,Female,48.1,1.58,181,125,70,1.88,695,HIIT,23.1,3.3,3,2,26.69,overweight
36,adult,Male,56.5,1.61,189,123,58,2,1093,Yoga,32.6,3.5,3,3,25.74,overweight
55,senior,Female,78.4,1.59,171,132,74,2,1182,HIIT,13.6,3.7,3,1,12.32,underweight
44,adult,Male,78.2,1.8,171,169,59,1.79,1730,HIIT,17,3.5,5,1,18.17,underweight
34,adult,Female,74.2,1.83,194,153,60,1.24,1632,Strength,27.3,3,4,2,20.18,normal
57,senior,Female,84,1.95,199,142,51,1.66,872,Strength,17.5,3.4,4,1,21.88,normal
47,senior,Female,79.2,1.81,160,169,74,1.28,595,Yoga,19,3.3,2,2,20.55,normal
20,young adult,Female,102.9,1.61,172,146,70,1.57,1113,Yoga,23.5,3.2,3,3,21.82,normal
30,adult,Female,57.8,1.89,168,165,67,1.38,1099,Strength,25.6,1.5,,1,15.3,underweight
37,adult,Female,94.5,1.73,198,135,74,1.16,717,Strength,23.8,1.6,4,3,17.52,underweight
54,senior,Male,70.9,1.7,\n175,131,74,1.5,750,HIIT,29.4,3.7,4,2,13.4,underweight
54,senior,Female,52.6,1.81,167,167,53,1.46,988,Yoga,26.7,2.4,2,1,27.97,overweight
31,adult,Female,50.9,1.51,174,130,58,2,1743,Strength,26.9,3.5,,1,22.5,normal
43,adult,,58.9,1.85,174,139,67,1.41,1217,NA,19.9,2,2,1,20.61,normal
22,young adult,Female,69.3,1.56,164,136,50,1.33,1084,Yoga,30.7,3.4,3,,23.56,normal
18,young adult,Female,93.3,1.71,199,,50,1.59,1166,Yoga,22.3,2.6,4,1,24.01,normal
24,young adult,Female,91.2,1.82,181,158,74,1.49,1263,NA,26.9,1.8,2,2,12.74,underweight
45,senior,Female,40,1.59,199,144,70,1.2,0,HIIT,15.3,,3,3,19.33,normal
34,adult,,80.6,1.76,177,163,,2,1783,Cardio,27.5,3.4,4,1,13.09,underweight
25,young adult,Male,40,1.56,195,132,57,0.65,499,Yoga,16.7,3.4,3,2,12.32,underweight
45,senior,Male,76.6,1.77,181,122,64,1.82,1186,Cardio,19.1,3.5,2,1,20.79,normal
25,young adult,Female,61.1,1.72,176,162,53,0.92,1378,Strength,15,3.4,4,1,12.62,underweight
51,senior,Female,58.8,1.78,172,120,54,2,1113,HIIT,31.5,2.3,4,1,,underweight
31,adult,Female,48.4,1.81,178,120,71,1.45,1004,Strength,23.1,1.5,3,1,31.33,obese
28,young adult,Female,77.8,1.62,164,161,70,1.52,1095,Strength,23.1,3.5,5,2,21.22,normal
48,senior,Male,119.9,1.73,165,156,66,0.99,781,Cardio,18.5,3.6,3,1,18.18,underweight
44,adult,,64.5,1.5,173,166,50,0.54,874,Yoga,25.2,1.9,3,2,12.32,underweight
39,adult,Female,84,1.79,176,126,72,1.5,1057,HIIT,28,3.3,3,1,30.44,obese
34,adult,Male,80.7,1.8,193,153,57,1.18,930,Yoga,27.2,2.3,3,1,13.63,underweight
24,young adult,Female,102.6,1.67,190,132,73,1.41,800,Yoga,28.3,1.5,3,2,18.79,normal
51,senior,Female,80.4,1.64,181,,74,1.07,913,Cardio,26.4,1.5,5,3,12.32,underweight
42,adult,Female,57.1,1.84,199,163,74,1.2,303,Strength,21.3,2.7,3,1,14.84,underweight
23,young adult,Female,60.5,1.88,166,149,63,0,907,Yoga,23.5,3.1,4,1,15.38,underweight
18,young adult,Female,98.5,1.99,187,153,57,1.95,859,Yoga,22.7,1.9,3,2,15.7,underweight
23,young adult,Female,68,1.74,175,120,68,1.01,694,HIIT,24.5,3.5,5,2,17.47,underweight
18,young adult,Male,40,1.82,177,127,74,0.73,352,Yoga,26,3.4,3,2,28.42,overweight
50,senior,Male,41.9,2,199,161,74,1.24,953,Cardio,24.6,3.2,3,2,16.02,underweight
18,young adult,Male,60.5,1.57,177,131,59,1.3,1286,HIIT,28.1,2.6,3,2,19.42,normal
32,adult,Male,40,1.61,176,156,59,0,582,Yoga,15.1,3.4,4,1,25.61,overweight
46,senior,Male,40.7,1.66,190,169,58,0.92,760,HIIT,27.2,3.5,5,2,18.76,normal
18,young adult,Female,53.8,1.7,197,120,69,1.01,1274,Strength,31.4,2.4,3,3,15.72,underweight
18,young adult,,115.4,1.79,188,168,72,2,859,Yoga,31.2,1.8,3,2,19.06,normal
46,senior,Male,54,1.82,177,163,63,1.4,979,Yoga,33.7,3.7,2,2,14.05,underweight
24,young adult,Male,105.7,2,187,145,58,1.48,1002,Strength,25.9,2.5,3,1,43.01,obese
